Source,Target,Weight
lauracosta_13,Tam_Resist,1
laurads_laura,gbrough10,1
laurent34271125,ActusMondial,1
laurent34271125,jeanletaxe,1
laurie98815023,gbrough10,1
lcm5997us,gbrough10,1
leadsled31,gbrough10,1
leslymill,gbrough10,1
leslymill,rovcheck,1
levis3331,gbrough10,1
lewisorne117,gbrough10,1
libretotalk,BombshellDAILY,1
lilicomp,Juliet_StJames,1
lilrioty54,gbrough10,1
linda1974a,gbrough10,1
linda_brickley,Tina4congress,1
lindastein22,gbrough10,1
lisawharton18,gbrough10,1
lkay82117865,gbrough10,1
lkohl76,gbrough10,1
lmauney,gbrough10,1
lmay4949,gbrough10,1
lordwhorfin,NoBeardEcho6,1
louis_zarzour,gbrough10,1
louisehill1,gbrough10,1
lovebugtwin,gbrough10,1
lovli_pbj,gbrough10,1
lschulz01,LevDoctor,1
ltanner70,BombshellDAILY,1
luci_very,gbrough10,1
lulu33062,BombshellDAILY,1
lulu_moosejaw,gbrough10,1
lulurrenee,Tam_Resist,4
lumpybu,crooksandliars,1
lupoelectric,gbrough10,1
lusitao1,gbrough10,1
lyoniseth,gbrough10,1
maan_shot,CoinbaseNews,1
maan_shot,CoinbasePro,1
maan_shot,CoinbaseSupport,5
maan_shot,DeludedDan98,2
maan_shot,GilmelFranco,1
maan_shot,NYDFS,1
maan_shot,SECGov,2
maan_shot,VonSplashback,2
maan_shot,appyours,1
maan_shot,brian_armstrong,6
maan_shot,canantifraud,1
maan_shot,coinbase,6
maan_shot,cz_binance,1
maan_shot,gmaloneyy,2
maddog301,RogueWPA,1
maddog301,neontaster,1
maggi6164,ActusMondial,1
maggi6164,jeanletaxe,1
marcia4justice,Tam_Resist,1
marieg1967,gbrough10,1
mary28653912,Tam_Resist,2
maryjolou,gbrough10,1
marytny,RollingStone,1
mbburcham100,funder,1
mbolch,gbrough10,1
meWooster,gbrough10,1
me_infj,disclosetv,1
melajessi_1,Tam_Resist,1
melissadittohed,gbrough10,2
mgneely,gbrough10,1
mike48007,TheM0dalice,1
mike_msturycz,gbrough10,1
miltyhonza,gbrough10,1
minnesota_jen,LoganHeth,1
minnesota_jen,benshapiro,1
minnesota_jen,joshdcaplan,1
mjb0317,gbrough10,1
mjcaswell,ddanpereira,1
mjm0395,gbrough10,1
mkj279,gbrough10,1
mkttalker,TheJusticeDept,1
mkttalker,maddow,1
mmatc4,gbrough10,1
mmyer1018,BombshellDAILY,1
mnjkhpj,Minecraft,1
moksudur_raza,gbrough10,1
mommiedearest43,gbrough10,1
mooselips,LoganHeth,1
mooselips,benshapiro,1
mooselips,joshdcaplan,1
moral_right,gbrough10,1
morin3c,crooksandliars,1
mr_citizen51,gbrough10,1
mr_viking67,gbrough10,1
mrc5507,quaglet,1
mrkdds,RollingStone,1
mscohen19,JoannaGagisNJ,1
mscohen19,NJSpotlightNews,1
mscohen19,PhilMurphyNJ,1
msest1,gbrough10,1
munger_gregg,Tam_Resist,1
mustang_mami,gbrough10,1
my2centsay,Tam_Resist,1
mykareno2,Autonomoushuman,1
mykareno2,FREE097274491,1
mykareno2,Murphy_2727,1
nanahooten,gbrough10,1
nasafanatictj,gbrough10,1
nascar808angel,gbrough10,1
neleh60,Tam_Resist,1
newfaneron,gbrough10,1
newox1,gbrough10,1
nickietsang,gbrough10,1
nickjam96618574,RollingStone,2
niker_monkey,gbrough10,1
ninjaAtty,gbrough10,1
nivnos33,JoeBiden,1
njblueshirt367,gbrough10,1
nnamike2,themrpov,1
nocbc,gbrough10,1
nojovic,gbrough10,1
nola_chwica,ZhiZhuWeb,1
northern__aire,gbrough10,1
notsostout,gbrough10,1
noxa_nonne,gbrough10,1
nsafun1,gbrough10,2
nuez_martha,gbrough10,1
nutmeg62,BombshellDAILY,1
officersharon,gbrough10,1
oilema,gbrough10,1
old_hickory14,gbrough10,1
old_sales,gbrough10,1
oldmanlalande,gbrough10,1
omoore23,Minecraft,1
on_bender,RollingStone,1
optix_c,January6thCmte,1
optix_c,SeditionHunters,1
orcatra,gbrough10,1
ori_fischer,gbrough10,1
osjos6,Minecraft,1
oswaldo20151,ActusMondial,1
oswaldo20151,jeanletaxe,1
paddlingfrog,BlackSun_,1
pam5314Jones,gbrough10,1
pamvirk,crooksandliars,1
papaschu1,gbrough10,1
patrici47462841,BombshellDAILY,1
patriot_roll,gbrough10,1
patriot_state,gbrough10,1
patriots4_usa,gbrough10,1
pattypatt,gbrough10,1
patvgarst,gbrough10,1
paulaallentaylo,gbrough10,1
paulak1665,BombshellDAILY,1
paulrhaney,gbrough10,1
pawdebb,BombshellDAILY,1
peginturkey2,gbrough10,1
penski23,ddanpereira,1
peterhinch3,RollingStone,1
petespiliakos,RogueWPA,1
petespiliakos,neontaster,1
philipzuba,gbrough10,1
phillip_symonds,gbrough10,1
phillipwaddel10,gbrough10,1
pinky_or_brain,ParkerMolloy,1
piptiegirl,crooksandliars,1
pixiedust5135,gbrough10,1
poet_cali,MusicBombshell,1
poeticpotion111,gbrough10,1
poetotem,BigElad,1
politicsusa46,Tam_Resist,4
prayfor_the_USA,gbrough10,1
prestonpark64,carolecadwalla,1
prestonpark64,nickclegg,1
proudpatriot67,gbrough10,1
psi22653,gbrough10,1
psychicoutlaw,gbrough10,1
puffin1952,gbrough10,1
pwjuarez,gbrough10,1
radioscottie,gbrough10,1
raycorrigan,carolecadwalla,1
raycorrigan,nickclegg,1
rbnkaye99,gbrough10,1
rcandrews,gbrough10,1
realdcenteno,OlivePosting,1
rebellegrrl,ParkerMolloy,1
recklesswhisper,gbrough10,1
replikhant,RollingStone,1
reppertmichelle,gbrough10,1
ressabuffington,gbrough10,1
restore_US_now,gbrough10,1
revaja,gbrough10,1
reversedimages1,BombshellDAILY,1
rghoover1,gbrough10,1
rgreer694,gbrough10,1
rhonda_harbison,GeoffTh78508924,1
rhonda_harbison,NBCNews,1
richard_arden59,gbrough10,1
richrichmond,RollingStone,1
rickmcsmith,gbrough10,1
riffraff55,RollingStone,1
righteousmeme,gbrough10,1
rjhfp1,gbrough10,1
rlcook2219,gbrough10,1
rljrvip,gbrough10,1
rllwthme,gbrough10,1
rm29303,Tam_Resist,1
rochell45393490,gbrough10,1
rocketqueen131,gbrough10,1
rolivier,gbrough10,1
roll_fan,gbrough10,1
ronniekelemen,SalemDScendant,1
ronniekelemen,njdotcom,1
ronrobinson1944,gbrough10,1
rose_m1,gbrough10,1
rreeves5,gbrough10,1
rtwing_DAWG,gbrough10,1
ruautowize,gbrough10,1
ruthken33927114,gbrough10,1
s_grisolia,gbrough10,1
saangus,gbrough10,2
sacole52,crooksandliars,1
sadieJ18973480,Tam_Resist,1
sakking001_king,gbrough10,1
salty_TheSack,RichFlareFLR,1
samkn4n,Perico23744557,1
samkn4n,bunny__boii,1
sandyschaper,gbrough10,1
sasafra90284022,gbrough10,1
sauravayu,Tam_Resist,1
sawin_lonelle,RollingStone,1
saxman2727,gbrough10,1
scar210,JaniceMcGeachin,1
scnyny,RollingStone,1
scottf6f,Tam_Resist,1
screaminkid,RBJRON,1
screaminkid,TonyHWindsor,1
selectttt,ddanpereira,1
seminoletiger,gbrough10,1
seniorchief45,BigBoa,6
sgaut,BombshellDAILY,1
sgaut,DragonmaskC,1
shadalilam,gbrough10,1
shirleyallen111,gbrough10,1
shrekthepunk,1961mcruzer,1
shrekthepunk,1Quetzalcoatl1,1
shrekthepunk,22CB22CB,1
shrekthepunk,Allie4Christ,1
shrekthepunk,AlmaBona,1
shrekthepunk,Angel_13_Rising,1
shrekthepunk,AngryFleas,1
shrekthepunk,BethRiIey,1
shrekthepunk,Booda_the_Great,1
shrekthepunk,BowdsRon,1
shrekthepunk,Brickmilez,1
shrekthepunk,CPT_Cosmosis,1
shrekthepunk,CodeOfPets,1
shrekthepunk,DreamMaster1944,1
shrekthepunk,Forseti_Pazzo,1
shrekthepunk,GAballots,1
shrekthepunk,Gemmagr00631335,1
shrekthepunk,GeorgeWTrumpWon,1
shrekthepunk,Indy_Penned_It,1
shrekthepunk,JDW714,1
shrekthepunk,L_istigatore,1
shrekthepunk,LadyReneeMarie1,1
shrekthepunk,LanyJennifer,1
shrekthepunk,Leverich1991,1
shrekthepunk,LombreSait,1
shrekthepunk,Mcsjr454Mikey,1
shrekthepunk,MenVoters,1
shrekthepunk,MinnesotaExpat,1
shrekthepunk,MmmGarmonbozia,1
shrekthepunk,MyChickenDinner,1
shrekthepunk,NYR19943,1
shrekthepunk,PutinsBeotch,1
shrekthepunk,Shenanigansk,1
shrekthepunk,TallybanJoe,1
shrekthepunk,Thumper18560818,1
shrekthepunk,TomDoubting,1
shrekthepunk,YesPISTLiberty,1
shrekthepunk,anja_weimer,1
shrekthepunk,catlady111310,1
shrekthepunk,gigibuddapdx,1
shrekthepunk,jdd2169,1
shrekthepunk,jim16919077,1
shrekthepunk,manoloh102,1
shrekthepunk,mathmomma24,1
shrekthepunk,megamandrn001,1
shrekthepunk,namdac123,1
shrekthepunk,newsjunky2,1
shrekthepunk,perrosoldado1,1
shrekthepunk,princesspbbaby2,1
shrekthepunk,royobsidian,1
sickofinsanity,gbrough10,1
sigstarget,gbrough10,1
silverann9,gbrough10,1
sirkafir,gbrough10,1
sivan1040,gbrough10,1
sjpatin,gbrough10,1
slmclawhorn,gbrough10,1
smartin7311,gbrough10,1
smimsitis,ddanpereira,1
smoore1966,gbrough10,1
snickelsagoo,gbrough10,1
snowman1953k,Tam_Resist,1
snowmanomics,7im,1
snowmanomics,ryanbort,1
social_seer,ParkerMolloy,1
sogeshirts,ParkerMolloy,1
sonvillageidiot,gbrough10,1
soundpointdm,KevinRothrock,1
sparky7u,Tam_Resist,1
speshalteacher,mariecorfield,1
spicedrum,RollingStone,1
spumoni011112,gbrough10,1
squeezeking4,BillionToken,1
squeezeking4,Hig44,4
squeezeking4,SqueezeToken,1
srubenfeld,7im,1
srubenfeld,ryanbort,1
stancoffman1,GlennYoungkin,1
stancoffman1,RonFilipkowski,1
stancoffman1,SpanbergerVA07,1
stancoffman1,WarriorDucks,1
stancoffman1,washingtonpost,1
starbucksbauer,gbrough10,1
stephen_miceli,gbrough10,1
steve_bierbaum,gbrough10,1
steww67,gbrough10,1
sueklap,Autonomoushuman,1
sueklap,FREE097274491,1
sueklap,Murphy_2727,1
sueklap,mykareno2,1
suetsam,BombshellDAILY,1
sugarcubedog2,RollingStone,1
susansviews,RollingStone,1
suzane0502,gbrough10,1
suzannedecocq,gbrough10,1
suzie462,crooksandliars,1
suzierebel,haaohaoo,1
suzyann39,Tam_Resist,1
tadolph,RotoPat,1
tammy4dogs,gbrough10,1
taw1231verizon,gbrough10,1
tbluvoter,BlackSun_,1
tddevans,gbrough10,1
technoglyf,Tam_Resist,1
temp_fugit,gbrough10,1
tetragram,gbrough10,1
theShofarBlast,gbrough10,1
thedutchfreddie,gbrough10,1
thefrankest1,gbrough10,1
thegatewaiting,BombshellDAILY,1
theladytee,RepRiggleman,1
thenoahkinsey,actuallyponat,1
thepostal345,gbrough10,1
therealwombat1,FoxNews,1
therealwombat1,GOP,1
theslattern,carolecadwalla,1
theslattern,nickclegg,1
thetimnavigator,gbrough10,1
thisemptychair,gbrough10,1
thomBren15,gbrough10,2
thomasmowry,gbrough10,1
timsmith93x,gbrough10,2
tinazart,gbrough10,1
tintimmymustach,gbrough10,1
tiredofhate1,gbrough10,1
titaniumx3,gbrough10,1
tjryanesq,barstoolsports,1
tlctrust,gbrough10,1
tobierob_,RollingStone,1
tony_palmero,AZKellyT,1
tony_palmero,EveningEdit,1
tony_palmero,FannKfann,1
tony_palmero,FoxBusiness,1
tony_palmero,GeneralBrnovich,1
tony_palmero,LizMacDonaldFOX,1
tony_palmero,PhillyGurl999,1
tony_palmero,SenMarkKelly,1
tony_palmero,elizabe53308895,1
tony_palmero,katiehobbs,1
tonyamp1,gbrough10,1
tonyspam,gbrough10,1
travel2ing,gbrough10,1
trocbe,gbrough10,1
troubadur64,ActusMondial,1
troubadur64,jeanletaxe,1
trump_okie,gbrough10,1
trustingmyvibes,BombshellDAILY,1
truth_seeker333,gbrough10,1
tubbyteddy21,gbrough10,1
turkchgo,IndonesianJunk,1
turkchgo,danieljames5446,1
turkchgo,hotshotrobot,1
turkchgo,ifihadahifi,1
twizzler_21,gbrough10,1
twk4usa,gbrough10,1
txsongbird27,gbrough10,1
txwbo864,CarolynGarcia,1
txwbo864,catturd2,1
unfollow45trump,NetNewsBuzz,1
unkljak1,gbrough10,1
urLIFEwillBLOOM,BombshellDAILY,1
usaselfie,BOENYC,1
usaselfie,NYCourtsCOA,1
usaselfie,NyscourtsNotice,1
usf1964,gbrough10,1
uyenbeti,gbrough10,1
vbeezs,gbrough10,1
vettespdUSA_NC,gbrough10,1
viccan1,charliekirk11,1
viccan1,jennycohn1,2
victoria_roark,gbrough10,1
vinny83288975,gbrough10,1
violetdelena,gbrough10,1
viralvideovlogs,imnotatrain69,1
vlad333_,gbrough10,1
vonWildeWald,Tam_Resist,1
vpompa2,gbrough10,1
wagonlady1,gbrough10,1
wakeupsleepers,gbrough10,1
wallyandawn,gbrough10,1
waltstoy1,gbrough10,1
warriorsmindset,gbrough10,1
watch_maga,gbrough10,1
watchingfreedom,gbrough10,1
water13lime,gbrough10,1
watercutter11,RollingStone,1
watercutter11,Tam_Resist,1
watercutter11,bannerite,1
wayjones,gbrough10,1
waynes21,gbrough10,1
waynewolfe20,gbrough10,1
wb1967borders,gbrough10,1
webdesignby,HouseGOP,1
webdesignby,ProjectLincoln,1
wendyhullfish,gbrough10,1
whaditizzz,gbrough10,1
whatley_brady,gbrough10,1
whitecrow43,Tam_Resist,1
wierddeer,gbrough10,1
wildwillow65,ed_george_,1
wildwillow65,tribelaw,1
wilfidde,GOP,1
winnisquam27,gbrough10,1
winterhawk1945,gbrough10,1
wotan999,gbrough10,1
wps310,gbrough10,1
writingMaine,ajc,1
yakno120,gbrough10,1
yaya51517,gbrough10,1
yow461,gbrough10,1
ypegasus7,Tam_Resist,1
zeus4ever,gbrough10,1
ziffal,gbrough10,1
zipthwung,ClaremontInst,1
zipthwung,PoggEdward,1
zipthwung,SenWhitehouse,1
zipthwung,SusannaWhitman,1
zipthwung,lemdfde,1
zzzdogman,gbrough10,1
