Source,Target,Weight
NeonDreams4,gbrough10,1
NetOrbys,gbrough10,1
Newsome79701233,gbrough10,1
NickFor46,RollingStone,1
NicoleN36463589,gbrough10,1
NightDemon1984,gbrough10,1
Nodoublestanda1,gbrough10,1
Noreen69492093,gbrough10,1
NotHimNope,RollingStone,1
Nragirl72,gbrough10,1
NstyWmnWendy,Tam_Resist,1
NthnGd4,MusicBombshell,1
OSET,jpanzer,1
OSILVA69208918,gbrough10,1
OddDNA23,gbrough10,1
OhTheBillSN2,BrandonStraka,1
OhTheBillSN2,CapitolPolice,1
OhTheBillSN2,JackPosobiec,1
OhTheBillSN2,JamesCu13191408,1
OhTheBillSN2,realchasegeiser,1
OldGeek64,gbrough10,1
OldSalz,gbrough10,1
OlderTodayDave,RollingStone,1
OlsenWalrus,gbrough10,1
OnTaskDemocrat,RepMalagari,1
Oregonemom,crooksandliars,1
Orly_licious,FBI,1
Orly_licious,January6thCmte,1
Orly_licious,Liz_Cheney,1
Orly_licious,RepRaskin,1
Orly_licious,ZTPetrizzo,2
OstlundGary,gbrough10,1
OutlawTruth2021,gbrough10,1
OzzieBarreto,gbrough10,1
PDIDY68,RealCandaceO,1
PDIDY68,mjxk88,1
PDIDY68,spikeyman00,1
PDIDY68,tag803,1
PERsisterER,JoannaGagisNJ,1
PERsisterER,NJSpotlightNews,1
PERsisterER,PKBNews,1
PERsisterER,PhilMurphyNJ,1
PERsisterER,mscohen19,1
PERsisterER,nowthisnews,1
PFr1end,DanCoxEsq,1
PamScott1969,ddanpereira,1
Pamsta67,gbrough10,1
Papita10001,7im,1
Papita10001,ryanbort,1
ParkerMolloy,rubycramer,1
PatReed68150035,gbrough10,2
PatriotD1,gbrough10,1
PatriotMarie,gbrough10,1
PattyMcWhite,gbrough10,1
PaulWil98078323,gbrough10,1
PaulaJo41820905,gbrough10,1
PaulaRo71722760,gbrough10,1
PeaMyrtle,gbrough10,1
Pen_Bird,pittgriffin,2
Pensontheice,gbrough10,1
PesiriVickie,gbrough10,1
PeterToupin,AlbertanHealthy,1
PeterToupin,yeg,1
PhilRevard,6a726d,2
PhilRevard,GaryJenkin,2
PhilRevard,chiefjamescraig,2
PhillyFan1221,gbrough10,1
Phyllis94584953,gbrough10,1
Piano_Joe,gbrough10,1
PiccadillyCrown,Tam_Resist,2
PinchandScrimp,Tam_Resist,1
PinkPeonies2014,BombshellDAILY,1
Pjw20161951,gbrough10,1
PointFraud,LovingMeSexy,1
PoliMomma,gbrough10,1
PosasEfrain,gbrough10,1
PotatoOfDespair,SeamusMacSuibh1,1
PotatoOfDespair,wordpressdotcom,1
PresMon69,gbrough10,1
Project9Phoenix,abandon2famille,1
ProudNonTheist,robreiner,1
ProudSwedAmer,gbrough10,1
Psixi2,5BobbyArmstrong,1
Pubhistorian,ChemicalEyeGuy,1
Pubhistorian,WPLN,1
Pubhistorian,benshapiro,1
Pubhistorian,parler_app,1
PublishedReport,gbrough10,1
Publius4US,gbrough10,1
PumpkinBlend,ashleyloveslmg,1
PumpkinBlend,kitsumitsu46,1
PvtLeonard,NoBeardEcho6,1
Quadman22,gbrough10,1
Questions331,gbrough10,1
Quiksilver67,gbrough10,1
R3dNhappy,gbrough10,1
RDunkum,20committee,1
RDunkum,BrentAllpress,1
RDunkum,JamesFourM,1
RDunkum,MollyMcKew,1
RDunkum,TeaPainUSA,1
RDunkum,TrueFactsStated,1
RDunkum,ericgarland,1
RDunkum,lauferlaw,1
RDunkum,lincolnproject,1
REDuncan1,gbrough10,1
RES9364,gbrough10,1
RFCBBQ1,Hig44,1
RLAlgadi,ddanpereira,1
RSPolitics,7im,1
RSPolitics,ryanbort,1
RWM366,RogerthornH,1
RadajJoei,gbrough10,1
RadioMcLean,bigshinytakes,1
RalphLCampbell1,BusinessInsider,1
RalphLCampbell1,Forbes,1
RalphLCampbell1,UROCKlive1,1
RalphLCampbell1,sandibachom,1
Ramonpacheco191,gbrough10,1
RandeeM5,gbrough10,1
RatBastardRick1,gbrough10,1
RaveenWatch,LelainaPiercen,1
RaveenWatch,Tam_Resist,1
RaveenWatch,TheDailyShow,1
RayEvan19849476,gbrough10,1
RayShoesmith,EyeMMom,1
RayShoesmith,gbrough10,1
Rbird519,gbrough10,1
Reagan_Democrat,TexasTRepublic,1
Real45DC,gbrough10,1
RealNoraC,Tam_Resist,1
RealPhilJones1,PhilJonesSenate,1
RebekahsOpinion,gbrough10,2
RedAIwaysRight,SenSchumer,1
RedHotandRollin,gbrough10,1
RedPillDetox,Joeanthony_nyc,1
RedReader5252,Tam_Resist,1
RedfireBlueice,davemasters,1
Reelingpatriot,gbrough10,1
ReneeDahl5,gbrough10,1
ReparSandra,Tam_Resist,1
ReptarWax,washingtonpost,1
Resputinkw1,gbrough10,1
RetCorr,gbrough10,1
ReverendDrDash,DanaHoltzbert,1
Rhodi1959,gbrough10,1
RichFlareFLR,FlareNetworks,1
RickyLeeUSA,gbrough10,1
Rikijean1,gbrough10,1
RikkuGaetani90,libertaddigital,1
RitaBen48849995,gbrough10,1
RobFalan,gbrough10,1
RobHNY,AngryFleas,1
RobHNY,ArtysHouse,1
RobHNY,Backedwithdata,2
RobHNY,BarnettforAZ,1
RobHNY,Billenjoylife,1
RobHNY,CChampion_Z06,1
RobHNY,Curiousityfirst,1
RobHNY,DaddyONine,1
RobHNY,EarthOne_13,1
RobHNY,FighterTh,1
RobHNY,GuttChek,1
RobHNY,IowaFaith,1
RobHNY,JoeSnuffy1965,1
RobHNY,JoeThejoe4,1
RobHNY,MinnesotaExpat,1
RobHNY,OriginalScottD,1
RobHNY,PamelaEdwards,1
RobHNY,PolitiFact,1
RobHNY,PootDibou,1
RobHNY,QuispMe,1
RobHNY,R5Philly,1
RobHNY,SaveDemocrcyPlz,1
RobHNY,StirredCrazy,1
RobHNY,TheCenterStripe,1
RobHNY,TheTangerineTa1,1
RobHNY,VoterGa,1
RobHNY,WarTornTrump,1
RobHNY,WhisperSquare,1
RobHNY,artimusclyde84,1
RobHNY,battle_bullshit,1
RobHNY,chantoce,1
RobHNY,cspanwj,1
RobHNY,famousSheymus,1
RobHNY,fedmech,1
RobHNY,hahnalytics,1
RobHNY,jdunwell,1
RobHNY,kamisedo,1
RobHNY,mdurkin86,1
RobHNY,tr_baugh,1
RobbTruthe,gbrough10,1
Robert24349635,gbrough10,1
RobertBuell3,gbrough10,1
RobertG96592904,gbrough10,1
RobertHaskins2,gbrough10,1
RockDad1990,gbrough10,1
RockyRd_Patriot,gbrough10,1
RodneyBrady5,gbrough10,1
Rodstro88,gbrough10,1
RogerBland10,LevDoctor,1
RogueCitizenOne,Tam_Resist,4
RogueWPA,neontaster,1
Rogue_Monk_,gbrough10,1
RollingStone,7im,1
RollingStone,ryanbort,1
RonaldC11962155,gbrough10,1
RonaldForTrump,gbrough10,1
Rory70383470,gbrough10,1
RoseRose3940,gbrough10,1
RrrussT1,bblock29,1
RyanMcComb2,gbrough10,1
SAL_vaxxed,Tam_Resist,1
SAndricsak,gbrough10,1
SCforestbrook,gbrough10,1
SMCamb68,gbrough10,1
SSullivan38,Tam_Resist,6
STCHauck,gbrough10,1
STofuca,gbrough10,1
Saahearn,JoannaGagisNJ,1
Saahearn,NJSpotlightNews,1
Saahearn,PhilMurphyNJ,1
Saahearn,mscohen19,1
SadieMaeTN,Tam_Resist,2
SaifeHamid,gbrough10,2
SalemDScendant,njdotcom,1
SalemDScendant,ronniekelemen,1
SamNewton,JoannaGagisNJ,1
SamNewton,NJSpotlightNews,1
SamNewton,PhilMurphyNJ,1
SamNewton,mscohen19,1
Sam_and_the_dog,Tam_Resist,1
SamuraiPunisher,gbrough10,1
SandraJNowakow1,Tam_Resist,1
Sarge01693915,gbrough10,1
SassySu60552881,gbrough10,1
SauceKarate,gbrough10,1
SaultgirlDonna,RollingStone,1
SaveAmerica777,gbrough10,1
SaveAslave,gbrough10,1
Sbh08Mae,Tam_Resist,4
ScottHewit1,gbrough10,1
Seabeesix,gbrough10,1
SeanFurey8,gbrough10,1
SerenityCH3,gbrough10,1
ShamrockRunalot,gbrough10,1
ShannonTtexas,gbrough10,1
SharonC19471948,gbrough10,1
SharonWood1946,gbrough10,1
SheilahBird,gbrough10,1
SheriWible,gbrough10,1
SherriDeford,gbrough10,2
ShiningChar1,gbrough10,1
Shirley4America,OmahaSpeak,1
SideeyeSlant,ddanpereira,1
SirFlyzalot,gbrough10,1
SkooterMom,gbrough10,1
Smakdaddy422,gbrough10,1
SmithSeigel1,gbrough10,1
SmithTope,gbrough10,1
SmittyzzSmitty,brahmresnik,1
SoCalPatriot56,gbrough10,1
SolomanKarl,Cole707resident,1
SolomanKarl,RollingStone,1
SonnyGirard,gbrough10,1
SonyaBaker2,crooksandliars,1
SonyaNetbatgirl,gbrough10,1
Southrngrl95,gbrough10,1
Sputtter,gbrough10,1
SqueezeHODLer,BillionToken,1
SqueezeHODLer,Hig44,4
SqueezeHODLer,SqueezeToken,1
SqueezeReporter,BillionToken,1
SqueezeReporter,Hig44,6
SqueezeReporter,SqueezeToken,1
SqueezeTokenOG,BillionToken,1
SqueezeTokenOG,Hig44,8
SqueezeTokenOG,SqueezeToken,1
StandForBetter,Tam_Resist,3
StapelSusan,gbrough10,1
StarryEyes1935,gbrough10,1
Steve23097326,gbrough10,1
SteveHeinrich12,gbrough10,1
StevenMovit,gbrough10,1
StimulusCheck7,Hig44,1
StockScout1,crooksandliars,1
SuPpoRt4DoNalD,gbrough10,1
SueReed1967,gbrough10,1
Suldo3311,BombshellDAILY,1
SummerR96312601,RollingStone,1
SunjayJK,evanasmith,1
Sunshin96619503,gbrough10,1
SwampMadness,gbrough10,1
T2Rantor,gbrough10,1
TA9463,gbrough10,1
TCat86079854,GOP,1
TJ1ofOne,DanaHoltzbert,1
TMcdede,Minecraft,1
TSH2_,gbrough10,1
TW42590118,gbrough10,1
TWM70547610,gbrough10,1
TacticalStrikex,NoBeardEcho6,1
Taker_Harris,gbrough10,1
Tam_Resist,DemocracyDocket,1
Tam_Resist,JamesRusso2d3d,1
Tam_Resist,MalcolmNance,1
Tam_Resist,RonFilipkowski,1
Tam_Resist,XSovietNews,1
Tam_Resist,kinley_brenda,1
Tam_Resist,marcia4justice,1
Tam_Resist,thetonymichaels,1
TamiFriedman,gbrough10,1
TampaHoss,gbrough10,1
Targayrenqueen,Barchieforever4,1
TaylorMcCrayUSA,gbrough10,1
Tcat2760,gbrough10,1
TedRFlores,gbrough10,2
TedWill29116959,Tam_Resist,1
TeddieChapman,gbrough10,1
Tee62253,gbrough10,1
TeresannK,gbrough10,1
TesPatriot,gbrough10,1
TethLL,gbrough10,1
TexCru2018,gbrough10,1
TexasPatriot68,gbrough10,1
TheAttack5,Num1HandsomeBoy,1
TheBomb1987,KathyFox777,1
TheCraigimac,gbrough10,1
TheGFNinja,gbrough10,1
TheHollywoodLV,gbrough10,2
TheRealAlbrot,timheidecker,1
TheRedBlueWar1,gbrough10,1
TheRegP,NoBeardEcho6,1
TheSadderpillar,ParkerMolloy,1
TheShadow7478,eurovermeer,1
TheShadow7478,realLizUSA,1
TheShawnMorris,ParkerMolloy,1
TheTrailerDan,gbrough10,1
TheUnwanted46,gbrough10,1
TheWasserperson,DylanoRepublic,1
TheWasserperson,GaryLegum,1
Theon_Orbis,JamesRusso2d3d,1
Theon_Orbis,MalcolmNance,1
Theon_Orbis,Tam_Resist,6
Thepatriotpar11,gbrough10,1
ThirdTrading,gbrough10,1
ThisAcc63902798,Minecraft,2
ThomasCroteau14,gbrough10,1
ThomasK11908578,gbrough10,1
Tiggeronmv,gbrough10,1
Tikkunolam14,Tam_Resist,1
TimaUrielle,ActusMondial,1
TimaUrielle,jeanletaxe,1
Timcurr41013255,gbrough10,1
TimeIsNow2020,Tam_Resist,1
TimeToSayGood15,GOP,1
TimeToSayGood15,GlennYoungkin,1
TimeToSayGood15,ItsJohnJose,1
TimeToSayGood15,figueras001,1
TjMorin97,chadhatesoh,1
Tmadd59,gbrough10,1
Tmh1966ohio,gbrough10,1
Toddske,Mercus24,1
TomKing50,7im,1
TomKing50,ryanbort,1
TonyBar09021997,RollingStone,1
TopqualityUSA,gbrough10,1
TrajanGregory,Tam_Resist,1
Treed111Tim,gbrough10,1
TroyCross24,gbrough10,1
Trump2021186738,GreatestGen41,1
Trump47768557,gbrough10,1
TrumpHasGot2Go,BobbyJeffriesPA,1
TrumpHasGot2Go,GOP,1
TrumpHasGot2Go,GlennYoungkin,1
TrumpHasGot2Go,JBethreed1,1
TrumpHasGot2Go,JasonMiyaresVA,1
TrumpHasGot2Go,KyrieIrving,1
TrumpHasGot2Go,MikeCollinsGA,1
TrumpHasGot2Go,NBA,1
TrumpHasGot2Go,RepLouBarletta,1
TrumpHasGot2Go,goterrands2,1
TrumpHasGot2Go,michaelshand,1
TrumpWatchNews,crooksandliars,1
TrumpedIn2017,gbrough10,1
TruthBlooms1,BombshellDAILY,1
TruthLibertyAWM,jasonrapert,1
Tucsonmike520,gbrough10,1
TutiCzo,BillionToken,1
TutiCzo,Hig44,5
TutiCzo,SqueezeToken,1
TweetsPamela,CdevosChris,1
TweetsPamela,CheriJacobus,1
Twistedkraken4,gbrough10,1
UGAFanTim,AnthonyMKreis,1
UKtoUSmomma,9and10News,1
UKtoUSmomma,AltHomelandSec,1
UKtoUSmomma,EricLloyd,1
USPATID,gbrough10,1
USSF01,gbrough10,1
UdvarhelyKevin,gbrough10,1
Ultra_Lib,NoLieWithBTC,1
UnbankB,gbrough10,1
Ungaricum8811,gbrough10,1
Ursinho45,gbrough10,1
VITOTttttt,gbrough10,1
VMadge,ChristopherHahn,1
VMadge,January6thCmte,1
VMadge,debbiez49,1
VMadge,mmpadellan,1
Vaderpic,gbrough10,1
Varidienne,RollingStone,1
VerdantSquare,RollingStone,1
VickiEngel11,NewZooReviews,1
VickiEngel11,RealMattCouch,1
ViolaAl47236120,ddanpereira,1
VoteHimAway,AdamKinzinger,1
WOLFwisdom58,Tam_Resist,1
WarnockWarrior,Tam_Resist,1
Waterfall122016,PERsisterER,1
Watooosh,BombshellDAILY,1
WeTheSisters,RollingStone,1
WeiglCharles,gbrough10,1
Welshpatriot77,gbrough10,1
Wethepeoplethe2,expose_evil12,1
WhiteCorrela,gbrough10,1
WholePlateWay,Tam_Resist,1
Williams57Cj,gbrough10,1
WillieS43768226,gbrough10,1
Winchesterae,gbrough10,1
Winelover3384,BombshellDAILY,1
WmToddSmith9,gbrough10,1
Woodlandhil2431,DonaldJTrumpJr,1
Woodlandhil2431,EWErickson,1
Woodlandhil2431,GaSecofState,1
Woodlandhil2431,GovKemp,1
Woodlandhil2431,STAYHOME2022,1
Woodlandhil2431,ajc,1
Woodlandhil2431,staceyabrams,1
Xtrafficqueen,RollingStone,1
YMaslavi,gbrough10,1
YarnellSheila,gbrough10,1
YelichWasRobbed,UmpScorecards,1
YouCanFoolMost,Hig44,1
Yzhadenough,gbrough10,1
Zaphods50,johncardillo,2
Zaytroven,emperoreagan,1
Zochil2012,gbrough10,1
ZuluShaka_46,gbrough10,1
_GEFFL,gbrough10,2
_Goldiemacc,JJMaples55_MST,1
_ITzUP,JJMaples55_MST,1
_ME4USA,gbrough10,1
acornrest,7im,1
acornrest,ryanbort,1
ad1140,gbrough10,1
adamdevotion,ddanpereira,1
ae39393e5bb14b9,gbrough10,1
aggie_df,gbrough10,1
agimcorp,gbrough10,1
alien_afa,Franklin_Graham,1
aliminish,Tam_Resist,1
alpha10zeta,7im,1
alpha10zeta,ryanbort,1
alsmith75146234,MuellerSheWrote,1
alsmith75146234,goodbye56789,1
amarst1993,gbrough10,1
amy_penkalski,gbrough10,2
anderson9_i,gbrough10,1
andrea77214732,gbrough10,1
andy98383299,gbrough10,2
andy_finnigan,gbrough10,1
aneetacarol,gbrough10,1
angela_dummett,ddanpereira,1
angelawel1,gbrough10,1
angie_keathly,Tam_Resist,6
annette14410096,gbrough10,1
arachniachaos,carolecadwalla,1
arachniachaos,nickclegg,1
arenoso,LivColemanFL,1
arizona_jack8,DominofromAZ,1
arizona_jack8,JayRegan18,1
arw1950,BombshellDAILY,1
asheflynn,BombshellDAILY,1
at54_allan,gbrough10,1
aureliaglenn,JonathanSimon14,1
auria_kathy,gbrough10,1
avincens,SKeshel,1
awoaca,crooksandliars,1
b_ingridb,gbrough10,1
ballparkfantas1,DonLew87,1
ballparkfantas1,joncoopertweets,1
bamcunningham,gbrough10,1
bannerite,RollingStone,1
barnablues,gbrough10,1
barneystoneage,gbrough10,1
barry0183,gbrough10,1
basbleucrb,RollingStone,1
basketofjenn,gbrough10,1
bauergsk,gbrough10,1
bbosken,7im,1
bbosken,ryanbort,1
bcole02141,gbrough10,1
beaner803,7im,1
beaner803,ryanbort,1
beekayjr143,gbrough10,1
benjinoose,gbrough10,2
beshannonphotos,CalltoActivism,1
beshannonphotos,Kolohewahine777,1
bigg_daddie_sao,Hig44,1
biggrandma,gbrough10,1
billbuck,AZCardinals,1
billmill07,gbrough10,1
birrdytalk,gbrough10,1
bk20218,gbrough10,1
blevins_kevin,gbrough10,1
blueyedblondeMS,Tam_Resist,1
blupony3,gbrough10,1
bobbystone24,orlandosentinel,1
bobhammer711,Tam_Resist,1
bonniebirish,gbrough10,1
boonewindage,gbrough10,1
boris3324,RollingStone,1
boris3324,bannerite,1
braymondclark,disclosetv,1
bret_hitch,ParkerMolloy,1
breta413,Tam_Resist,1
brianPr86073081,jasonrapert,1
briansouth10,gbrough10,1
brianurhumble,Tam_Resist,1
brokenveteran2,gbrough10,1
browneyegirl400,gbrough10,1
bstabell,Tam_Resist,1
budandbuster,gbrough10,1
buffalostryder,gbrough10,1
bugnurse970,gbrough10,1
c_hoskinson,gbrough10,1
cali_n8vgrl,inminivanhell,2
canadapoast,donelson52,1
caraclifford5,gbrough10,1
careaware,Tam_Resist,1
carl_swensson,gbrough10,1
carlosvictorva6,BombshellDAILY,1
carolyn86452721,gbrough10,1
carriemiller,RollingStone,1
carroll0761,gbrough10,1
carrybeyond,j2dumfounded,1
casualty_acid,NoBeardEcho6,1
catearthjustice,Tam_Resist,1
catpurkey,gbrough10,1
cbtuck62,RollingStone,1
cdew9212,GOPChairwoman,1
cdew9212,PatGrassley,1
cdew9212,jdunwell,1
cevoustad,ActusMondial,1
cevoustad,jeanletaxe,1
charles_gaba,7im,1
charles_gaba,ryanbort,1
charmsblowpop,protonjockey,1
charmsblowpop,scchristopher77,1
checkthls,gbrough10,1
chenleed,gbrough10,2
chica949,gbrough10,1
chicabruce,gbrough10,1
chickeneater357,Minecraft,1
chico14436924,gbrough10,1
christopheroz66,gbrough10,1
chuska_2000,gbrough10,1
cincycher,KrauseForIowa,1
cindysterlingw1,gbrough10,1
cittabambina,RollingStone,1
cjmays01c,gbrough10,1
clantro,NetworksManager,1
clappedvert,soldiersbIade,1
clbrownjr,gbrough10,1
cleoworks1,gbrough10,1
cliveboyce77,Tam_Resist,1
clwriter47,gbrough10,1
cm66gators,gbrough10,1
coco14391,DanCoxEsq,1
coco14391,gbrough10,1
cocoaudie,gbrough10,1
coffee_anytime,gbrough10,1
cofvevesocial,gbrough10,1
cogburn_kathy,gbrough10,1
colleenprouty1,Tam_Resist,1
colonelcrystal1,gbrough10,1
cometfb1Irvin,gbrough10,1
commanderwhith,gbrough10,1
cornbugs,FOX9,1
corneliuscody,My3Alexandra,1
corneliuscody,NJSpotlightNews,1
costbubbles,Minecraft,1
costbubbles,Spooklantis,1
cowboy29607,gbrough10,1
cracosal,gbrough10,2
cryptomars2021,Hig44,2
cubsfuture2,gbrough10,1
cwduffy,ClintonCoDemsMI,1
cwduffy,RollingStone,1
d6TobAVk70NhwPl,gbrough10,1
danieljames5446,IndonesianJunk,1
danieljames5446,hotshotrobot,1
danieljames5446,ifihadahifi,1
danieljohnbryan,JoannaGagisNJ,1
danieljohnbryan,NJSpotlightNews,1
danieljohnbryan,PhilMurphyNJ,1
danieljohnbryan,mscohen19,1
dano99682019,gbrough10,1
danspengler,gbrough10,1
daralebrun,ddanpereira,1
darionavarro111,BombshellDAILY,1
davaldod,BlackSun_,1
davi88427104,gbrough10,1
davidsonabbyl,gbrough10,1
davidthomas38,gbrough10,1
daweave,gbrough10,1
dburksmlsfd,gbrough10,1
ddoorn,RollingStone,1
ddrake61,gbrough10,1
deb_523,BombshellDAILY,1
debbie156,Tam_Resist,5
debbiegoldsmith,ParkerMolloy,1
debbiez49,ABC13News,1
debbiez49,Mar__G_3,1
debbiez49,TeamYoungkin,2
decitect,RollingStone,1
decitect,bannerite,1
deeboscoup,GOP,1
deeboscoup,jdunwell,1
deemat727,gbrough10,1
deeth_jim,gbrough10,1
def0921,SCDemocrats,1
def0921,SCELECT,1
def0921,SCGOP,1
def0921,USHouseofReps,1
def0921,USSenate,1
delaobd1,gbrough10,1
dem0n1,crooksandliars,1
deplorablecake,gbrough10,1
dickman_robert,gbrough10,1
djlane,Tam_Resist,1
dkearnsjr,patriottakes,1
dl9255,gbrough10,1
dlrsjtjs,gbrough10,1
dlvolk1,gbrough10,1
dmp11181,gbrough10,1
dmrpdailey,gbrough10,1
dollarrev,BridgieCasey,1
dollarrev,TomHuntIsLame,1
dollarrev,matthewlee7,1
dolliod,KrauseForIowa,1
donjon572,gbrough10,1
donkey0atey,gbrough10,1
donnaj50,gbrough10,1
doo_001,gbrough10,1
dougallday,gbrough10,1
dragonman977561,gbrough10,1
dralmavillegas,gbrough10,1
dreamr6936,gbrough10,1
drewny01,guapszn_,1
drgnwolf2,gbrough10,1
drjjr500,haaohaoo,1
drtpayz,gbrough10,1
dubnation971,JJMaples55_MST,1
ducky_warrior,Minecraft,1
dulce812,gbrough10,1
dw_macdonald,gbrough10,1
dwighttshaver,gbrough10,1
dwitt54359353,gbrough10,1
e_lizardi,gbrough10,1
eaglecubby,gbrough10,1
eagleyepatriot,gbrough10,1
eagleyepatriot1,gbrough10,1
ecwbove,gbrough10,1
ed_george_,tribelaw,1
eden_omg,Tam_Resist,1
edglomb,gbrough10,1
eeyrehead,BrentAllpress,1
efimpi,KevinRothrock,1
elftodo,RollingStone,1
elzieim29,gbrough10,1
emp4all,crooksandliars,1
emperoreagan,GlennYoungkin,1
emperoreagan,theirfanator,1
eouard,ActusMondial,1
eouard,jeanletaxe,1
erekose6,carolecadwalla,1
erekose6,nickclegg,1
eric_flesch,RollingStone,1
ernestr63422026,gbrough10,1
eturleye,stephen_richer,1
eugene200,gbrough10,1
eva_patriot,gbrough10,1
evilunicorn27,RollingStone,1
eyeblion,ddanpereira,1
fairymoon4,gbrough10,1
fayekutschman1,gbrough10,1
fenrir_71,Tam_Resist,1
fgiangerelli,gbrough10,1
fishnfreak,Lenabellalou,1
fiver56,gbrough10,1
flintb22,gbrough10,1
floatsuper,blueheartedly,1
fo71343396,gbrough10,1
forgive_luv,VoteHimAway,1
freddieoconnell,GinnyWelsch,1
freemendonotbow,gbrough10,1
frijoletto53,Tam_Resist,1
frozenorthfarm,gbrough10,1
fuera_carrillo,gbrough10,1
furundjyan_m,gbrough10,1
gaiusxxx,gbrough10,1
galleryatkingst,gbrough10,1
garcig04,gbrough10,1
garycar5,gbrough10,1
garymoo60767865,gbrough10,1
gaylinnn,Minecraft,1
gbrough10,Lola36405979,1
gemini6ice,thenoahkinsey,1
geozsimmons,gbrough10,1
geraldb95284126,Tam_Resist,1
ggrovyle,BLCeee,1
ggrovyle,bugcruncherz,1
gibbons_darcy,gbrough10,1
gibsonart,gbrough10,1
gigantorwes,GeorgePapa19,1
gigantorwes,LoganHeth,1
gigantorwes,benshapiro,1
gigantorwes,joshdcaplan,1
givemepie360,RollingStone,1
gkn08215,gbrough10,1
goburch,gbrough10,1
gogoxoom,gbrough10,1
golfnut211,crooksandliars,1
golfnutallways,gbrough10,1
gomezcngprk,gbrough10,1
govt45701,gbrough10,1
gramyc44,gbrough10,2
grandpamike1,BombshellDAILY,1
grtck,gbrough10,1
gruau_yves,ActusMondial,1
gruau_yves,jeanletaxe,1
gtmmcglone,gbrough10,1
gun11199,gbrough10,1
guydemory,gbrough10,1
hairlossclinic1,gbrough10,1
hal_roma,gbrough10,1
hammingahenny,gbrough10,1
happybluebird62,gbrough10,1
hcrates,Tam_Resist,1
helbec,AlexAlvarova,1
hjec,gbrough10,1
hmcrewB10542500,gbrough10,1
hoosier_patriot,gbrough10,1
hopefulcritic,NoBeardEcho6,1
hottestcatlady,gbrough10,1
houstonsupertec,gbrough10,1
howy333,gbrough10,1
humour_man,gbrough10,1
hunterzorro2,JenniferJJacobs,1
hunterzorro2,PressSec,1
hunterzorro2,SCOTUSblog,1
hvac69,gbrough10,1
iLoveYallHorses,RollingStone,1
iThomps92796034,gbrough10,1
idahoguy,EWErickson,2
idahoguy,JonahDispatch,1
idahoguy,RepMTG,1
idgy10,gbrough10,1
inam_dre,gbrough10,1
infoshaman,crooksandliars,1
irvine214,gbrough10,1
itskendaldee,gbrough10,1
itsnoti25575316,gbrough10,1
iused2bakecakes,Tam_Resist,2
jacksonstblues,gbrough10,1
jadegreen0987,gbrough10,1
jaguard22222,ActusMondial,1
jaguard22222,jeanletaxe,1
jamzl61,gbrough10,1
jandaalpine57,gbrough10,1
jarredmeyer78,7im,1
jarredmeyer78,ryanbort,1
jasonpjason,anthonyzenkus,1
jasonrapert,newsmax,1
javier17018471,gbrough10,2
jaxs5858,gbrough10,1
jayoung1892,walnutsthe2ed,1
jblcu,gbrough10,1
jboulet_7,PapiTrumpo,1
jccherry,nnall,1
jdf_vista,gbrough10,1
jdgro3253,gbrough10,1
jdirwin1,gbrough10,1
jdj1112,gbrough10,2
jdogg4839,gbrough10,1
jeanne73505,gbrough10,1
jeffreyehle,gbrough10,1
jennifermcfarl4,gbrough10,1
jessemullins,gbrough10,1
jffigg,gbrough10,1
jgcOCANADA,CATargetBot,1
jgionova,ChemicalEyeGuy,1
jgkande,gbrough10,1
jiamejungle,gbrough10,1
jimahmed487,DemocrateRhoz,1
jimboazil,gbrough10,1
jimcochran11,gbrough10,1
jimnter,gbrough10,1
jjhancock24,gbrough10,1
jlcon5,gbrough10,1
jmh6225,KrauseForIowa,1
jmray60,DanCoxEsq,1
jnewman1215,gbrough10,1
jobeaux79,gbrough10,1
joeylamorte,Jack4NJ,1
jojo_8790,gbrough10,2
jomondrala,RollingStone,1
jonesca100,gbrough10,1
joycemarieh66,BombshellDAILY,1
jp1dp2,Tam_Resist,1
jtp2106,treblaw,1
jtplusdt2,gbrough10,1
julia_doughty,HouseDemocrats,1
julia_doughty,RepublicanAGs,1
julia_doughty,USChamber,1
justjp5,gbrough10,1
jveli,gbrough10,1
k_kosier,gbrough10,1
kak089,RollingStone,1
kak089,bannerite,1
karen69077949,gbrough10,1
karenacoburn1,BombshellDAILY,1
karenfhy,ddanpereira,1
karnage419,gbrough10,1
katerina5k,gbrough10,1
kathy_jolly,gbrough10,1
kathykuhns01,gbrough10,1
kbagley89649374,gbrough10,1
kddavistx,gbrough10,1
kddkevin572,OmahaSpeak,1
kekmp26,gbrough10,1
kellylford,7im,1
kellylford,ryanbort,1
kenn264,crooksandliars,1
kennywolf9,ChristopherHahn,1
kennywolf9,VMadge,1
kennywolf9,debbiez49,1
kentacket,gbrough10,1
kerisun101,gbrough10,1
ketel59,gbrough10,1
kida_hiroyuki,gbrough10,1
kim_saylor,gbrough10,1
kimkavan,gbrough10,1
kimreil96479020,Tam_Resist,1
kinley_brenda,Tam_Resist,4
kjmuench,gbrough10,1
klairevoyent,EdanClay,1
kranmars33,gbrough10,1
kriketUSA,gbrough10,2
kukai36,gbrough10,1
kushikw123,gbrough10,1
kyliving,gbrough10,1
labeldesalis,GenSyn,1
labeldesalis,synod,1
ladybuttons1,gbrough10,1
lafranciepants,gbrough10,1
lanele123,gbrough10,1
lapham923,Tam_Resist,1
