Source,Target,Weight
chadhatesoh,STOPTHESTEAL,1
charmsblowpop,CountTheVotes,1
charmsblowpop,IAMBEINGSUPPRESSED,1
charmsblowpop,StopTheSteal,1
cincycher,House,1
cincycher,SavingDemocracy,1
cincycher,Senate,1
crooksandliars,Capitol,1
crooksandliars,Fancelli,2
crooksandliars,Heiress,1
crooksandliars,Insurrection,1
crooksandliars,MAGASeditionRiot,1
crooksandliars,Publix,2
crooksandliars,RAGA,1
crooksandliars,Robocall,1
crooksandliars,StopTheSteal,1
cryptomars2021,Squeeze,1
cryptomars2021,StoptheSteal,2
cryptomars2021,WaronCryptoTerror,2
cryptomars2021,WaronRugs,2
daralebrun,FBI,1
daralebrun,PaulManafort,1
daralebrun,Putin,1
darionavarro111,kag,1
darionavarro111,maga,1
darionavarro111,misinformation,1
ddanpereira,Deripaska,1
ddanpereira,FBI,1
ddanpereira,PaulManafort,1
ddanpereira,Putin,1
ddanpereira,Russia,1
ddanpereira,StopTheSteal,1
ddanpereira,Trump,1
deb_523,kag,1
deb_523,maga,1
deb_523,misinformation,1
debbie156,VA,1
debbie156,votersuppression,1
dem0n1,Fancelli,1
dem0n1,Publix,1
dolliod,House,1
dolliod,SavingDemocracy,1
dolliod,Senate,1
drewny01,IStandWithGruden,1
drewny01,JoeFrauden,1
drewny01,MAGA,1
drewny01,StopTheSteal,1
drjjr500,AliAlexander,1
drjjr500,Jan6Committee,1
drjjr500,StopTheSteal,1
ed_george_,Biden,1
ed_george_,ExpandtheCourt,1
ed_george_,MitchMcConnell,1
ed_george_,SCOTUS,1
ed_george_,StOPtheSTEAL,1
ed_george_,SupremeCourt,1
ed_george_,Trump,1
edlewusa,MAGA,1
edlewusa,StopTheSteal,1
edlewusa,Trump,1
emp4all,Fancelli,1
emp4all,Publix,1
eouard,Macron,1
eouard,STOPtheSTEAL,1
eyeblion,FBI,1
eyeblion,PaulManafort,1
eyeblion,Putin,1
fakebobbygatlin,AuditAll50States,1
fakebobbygatlin,stopthesteal,1
fishnfreak,EmptyShelvesJoe,1
fishnfreak,FJoeBiden,1
fishnfreak,LetsGoBrandon,1
fishnfreak,StopTheSteal,1
fishnfreak,Throwback,1
fishnfreak,ThrowbackThursdays,1
floatsuper,IDemandARecount,1
floatsuper,ItWasRigged,1
floatsuper,MitchLost,1
floatsuper,StopTheSteal,1
forgive_luv,GQP,1
forgive_luv,LaughingStockOfTheWorld,1
forgive_luv,LoserTrump,1
forgive_luv,RIPGOP,1
forgive_luv,Republicans,1
forgive_luv,getoverit,1
forgive_luv,stopthesqueal,1
forgive_luv,stopthesteal,1
forgive_luv,trumplost,1
gigantorwes,DrainTheSwamp,1
gigantorwes,StopTheSteal,1
golfnut211,Fancelli,1
golfnut211,Publix,1
gooder_grits,StopTheSqueal,1
gooder_grits,StopTheSteal,1
gr8tvaluebiggie,HangingChad,1
gr8tvaluebiggie,StolenElection,1
gr8tvaluebiggie,StopTheSteal,1
grandpamike1,kag,1
grandpamike1,maga,1
grandpamike1,misinformation,1
gruau_yves,Macron,1
gruau_yves,STOPtheSTEAL,1
hopefulcritic,Insurrection,1
hopefulcritic,Jan6th,1
hopefulcritic,StopTheSteal,1
imnotatrain69,BLM,1
imnotatrain69,COVID19,1
imnotatrain69,JoeBidenIsaDisgrace,1
imnotatrain69,JoeBidensAmerica,1
imnotatrain69,MAGA2024,1
imnotatrain69,TrumpRally,1
imnotatrain69,TrumpWasRight,1
imnotatrain69,stopthesteal,1
infoshaman,Fancelli,1
infoshaman,Publix,1
jaguard22222,Macron,1
jaguard22222,STOPtheSTEAL,1
jasonrapert,StopTheSteal,1
jasonrapert,arleg,1
jasonrapert,arpx,1
jayoung1892,DomesticTerrorist,1
jayoung1892,SeditionHasConsequences,1
jayoung1892,Trump,1
jgcOCANADA,BucksCounty,1
jgcOCANADA,CapitolInsurrection,1
jgcOCANADA,J6,1
jgcOCANADA,JimWorthington,1
jgcOCANADA,PA01,1
jgcOCANADA,PASEN,1
jgcOCANADA,Pennsylvania,1
jgcOCANADA,StopTheSteal,1
jid722,ElectionIntegrity,1
jid722,StopTheSteal,1
jimahmed487,ProtectRoeVWade,1
jimahmed487,StopTheSteal,1
jmh6225,House,1
jmh6225,SavingDemocracy,1
jmh6225,Senate,1
joeylamorte,StopTheSteal,1
joeylamorte,Trump,1
joycemarieh66,kag,1
joycemarieh66,maga,1
joycemarieh66,misinformation,1
jtp2106,Auditthescore,1
jtp2106,StoptheSteal,1
julia_doughty,AmericanTaliban,1
julia_doughty,BigLie,1
julia_doughty,January6th,1
julia_doughty,January6thInsurrection,1
julia_doughty,RollingCoup,1
karenacoburn1,kag,1
karenacoburn1,maga,1
karenacoburn1,misinformation,1
karenfhy,FBI,1
karenfhy,PaulManafort,1
karenfhy,Putin,1
kenn264,Fancelli,1
kenn264,Publix,1
kinley_brenda,VA,1
kinley_brenda,votersuppression,1
laurent34271125,Macron,1
laurent34271125,STOPtheSTEAL,1
leslymill,AuditAll50States,1
leslymill,ForensicAudit,1
leslymill,Scientific,1
leslymill,StopTheSteal,1
leslymill,Trump,1
leslymill,Trump2020,1
libretotalk,kag,1
libretotalk,maga,1
libretotalk,misinformation,1
lionfish828,freedomfromreligion,1
lionfish828,religiousrightisneither,1
lionfish828,richgetricher,1
lionfish828,stopthegrift,1
lionfish828,stoptheinsanity,1
lionfish828,stopthesteal,1
lionfish828,thebiglie,1
lipstickalley,DonaldTrump,1
lipstickalley,stopthesteal,1
lordwhorfin,Insurrection,1
lordwhorfin,Jan6th,1
lordwhorfin,StopTheSteal,1
lschulz01,AZAudit,1
lschulz01,STOPtheSTEAL,1
ltanner70,kag,1
ltanner70,maga,1
ltanner70,misinformation,1
lulu33062,kag,1
lulu33062,maga,1
lulu33062,misinformation,1
lumpybu,Fancelli,1
lumpybu,Publix,1
maan_shot,Coinbase,1
maan_shot,CryptoNews,1
maan_shot,Employees,1
maan_shot,NuCypher,2
maan_shot,Refund,1
maan_shot,StopTheSteal,1
maan_shot,anditsgone,1
maan_shot,bank,1
maan_shot,binance,1
maan_shot,coinbase,1
maan_shot,coinbasesteal,1
maan_shot,crypto,3
maan_shot,cryptocurrency,1
maan_shot,customer,1
maan_shot,digitalthiefs,1
maan_shot,marketprice,1
maan_shot,nucypher,3
maan_shot,robbed,1
maan_shot,stopthesteal,4
maggi6164,Macron,1
maggi6164,STOPtheSTEAL,1
mariecorfield,NJGovDebate,1
mariecorfield,StopTheSteal,1
mjcaswell,FBI,1
mjcaswell,PaulManafort,1
mjcaswell,Putin,1
mmyer1018,kag,1
mmyer1018,maga,1
mmyer1018,misinformation,1
morin3c,Fancelli,1
morin3c,Publix,1
neleh60,VA,1
neleh60,votersuppression,1
nivnos33,GOPTraitors,1
nivnos33,LaurenBoebertIsSoDumb,1
nivnos33,MAGA,1
nivnos33,StopTheSteal,1
nivnos33,TrumpRally,1
nnamike2,FJBiden,1
nnamike2,FKamala,1
nnamike2,Flashback,1
nutmeg62,kag,1
nutmeg62,maga,1
nutmeg62,misinformation,1
omoore23,freetheglare,1
omoore23,glaresupremecy,1
omoore23,stopthesteal,1
onepablo,Election2020,1
onepablo,FloridaMan,1
onepablo,StopTheSteal,1
onepablo,Trump,1
optix_c,Insurrection,1
optix_c,J6,1
optix_c,StopTheSteal,1
optix_c,Trump,1
oswaldo20151,Macron,1
oswaldo20151,STOPtheSTEAL,1
pamvirk,Fancelli,1
pamvirk,Publix,1
patrici47462841,kag,1
patrici47462841,maga,1
patrici47462841,misinformation,1
paulak1665,kag,1
paulak1665,maga,1
paulak1665,misinformation,1
pawdebb,kag,1
pawdebb,maga,1
pawdebb,misinformation,1
penski23,FBI,1
penski23,PaulManafort,1
penski23,Putin,1
piptiegirl,Fancelli,1
piptiegirl,Publix,1
poet_cali,illegal,1
poet_cali,insurrection,1
poet_cali,sedition,1
poet_cali,treason,1
poetotem,19Entities,1
poetotem,30Meetings,1
poetotem,44Staffers,1
poetotem,90Pages,1
poetotem,Alabama,1
poetotem,Antitrust,1
poetotem,Civil,1
poetotem,ElectionLaw,1
poetotem,Emails,1
poetotem,Expenses,1
poetotem,Facebook,1
poetotem,Florida,1
poetotem,Generals,1
poetotem,January5th,1
poetotem,January6th,1
poetotem,Liability,1
poetotem,Missouri,1
poetotem,MissouriAG,1
poetotem,RAGA,1
poetotem,RLDF,1
poetotem,Report,1
poetotem,RoboCalls,1
poetotem,StopTheSteal,1
poetotem,TheBusinessOfMakingFriends,1
poetotem,USCOC,1
poetotem,WarGames,1
ralesch,Fraudit,1
ralesch,GOPTraitorsToDemocracy,1
ralesch,Resist,1
ralesch,StopTheSteal,1
ralesch,WisconsinFraudit,1
ralesch,tuesdayvibe,1
reversedimages1,kag,1
reversedimages1,maga,1
reversedimages1,misinformation,1
rovcheck,AuditAll50States,2
rovcheck,ForensicAudit,1
rovcheck,LockThemUp,1
rovcheck,MAGA,2
rovcheck,StopTheSteal,3
rovcheck,Trump,2
rovcheck,Trump2020,1
rovcheck,TrumpWon,1
rovcheck,USA,2
sacole52,Fancelli,1
sacole52,Publix,1
samkn4n,RecountFL,1
samkn4n,StopTheCount,1
samkn4n,StopTheSteal,1
sauravayu,VA,1
sauravayu,votersuppression,1
scar210,JaniceTheMenace,1
scar210,ResignJanice,1
scar210,ayduhhoe,1
scar210,lockherup,1
scar210,stopthesteal,1
selectttt,FBI,1
selectttt,PaulManafort,1
selectttt,Putin,1
sgaut,AshliBabbitt,1
sgaut,Pathetic,1
sgaut,StopTheSteal,2
sgaut,TheBigLie,1
sgaut,kag,1
sgaut,maga,1
sgaut,misinformation,1
silverfemale1,EnoughIsEnough,1
silverfemale1,GOP,1
silverfemale1,GreedOverPeople,1
silverfemale1,Kleptocrats,1
silverfemale1,NoMoreTaxEvasion,1
silverfemale1,SouthDakota,1
silverfemale1,StopTheSteal,1
silverfemale1,TaxAvoidanceState,1
smimsitis,FBI,1
smimsitis,PaulManafort,1
smimsitis,Putin,1
sparky_jabrones,ElectionIntegrity,1
sparky_jabrones,Elections2022,1
sparky_jabrones,VoterID,1
sparky_jabrones,electionfraud,1
sparky_jabrones,stopthesteal,1
squeezeking4,Squeeze,1
squeezeking4,StoptheSteal,2
squeezeking4,SuspectWallet,1
squeezeking4,WaronCryptoTerror,3
squeezeking4,WaronRugs,3
suetsam,kag,1
suetsam,maga,1
suetsam,misinformation,1
suzie462,Fancelli,1
suzie462,Publix,1
suzierebel,AliAlexander,1
suzierebel,Jan6Committee,1
suzierebel,StopTheSteal,1
thegatewaiting,kag,1
thegatewaiting,maga,1
thegatewaiting,misinformation,1
themrpov,FJBiden,1
themrpov,FKamala,1
themrpov,Flashback,1
themrpov,StopTheSteal,1
themrpov,TrumpWon,1
therealwombat1,BigLie,1
therealwombat1,Hell,1
therealwombat1,Prison,1
therealwombat1,StopTheSteal,1
therealwombat1,TFG,1
therealwombat1,trumpSupporters,1
troubadur64,Macron,1
troubadur64,STOPtheSTEAL,1
trustingmyvibes,kag,1
trustingmyvibes,maga,1
trustingmyvibes,misinformation,1
tryingBot05,fraud,1
tryingBot05,liberal,1
tryingBot05,news,1
tryingBot05,uselections,1
tryingBot05,uspolitics,1
urLIFEwillBLOOM,kag,1
urLIFEwillBLOOM,maga,1
urLIFEwillBLOOM,misinformation,1
usaselfie,BLM,1
usaselfie,BOENYC,1
usaselfie,BlackLivesMatter,1
usaselfie,CarmenQuinones,1
usaselfie,CurtisSliwa,1
usaselfie,Democrat,1
usaselfie,DontBeFooled,1
usaselfie,EricAdams,1
usaselfie,Harlem,1
usaselfie,NYCBOE,1
usaselfie,NYCElection2021,1
usaselfie,ShaunAbreu,1
usaselfie,StopRealSteal,1
usaselfie,StopTheSteal,1
usaselfie,Trump,1
viralvideovlogs,BLM,1
viralvideovlogs,COVID19,1
viralvideovlogs,JoeBidenIsaDisgrace,1
viralvideovlogs,JoeBidensAmerica,1
viralvideovlogs,MAGA2024,1
viralvideovlogs,TrumpRally,1
viralvideovlogs,TrumpWasRight,1
viralvideovlogs,stopthesteal,1
walnutsthe2ed,DomesticTerrorist,1
walnutsthe2ed,FBRParty,1
walnutsthe2ed,MAGA,2
walnutsthe2ed,Resist,1
walnutsthe2ed,SeditionHasConsequences,1
walnutsthe2ed,SeditiousTrump,1
walnutsthe2ed,StopTheSteal,2
walnutsthe2ed,Trump,1
wildwillow65,MitchMcConnell,1
wildwillow65,SupremeCourt,1
wildwillow65,Trump,1
writingMaine,GQP,1
writingMaine,GQPTraitorsToDemocracy,1
writingMaine,StopTheSteal,1
